transport_index_andrsn,occupation_index_andrsn,firms_index_andrsn,consumption_index_andrsn,agriculture_index_andrsn,r2012,t,left,right,mainsample
1.3638802,.47787812,-.16397354,1.675132,-1.4861299,1,0,-6,0,1
.44870123,.98322654,.103893,2.4368153,-.19187425,1,1,0,61,1
1.131076,-.27606314,.14971721,1.891825,.32730272,1,0,-72,0,1
1.8168479,.87137944,.45523322,3.0533421,.35461491,0,1,0,68,1
1.131076,-.19256426,.19350407,2.6849439,.35156202,1,0,-36,0,1
.2294292,.7537753,.23542714,1.5429217,.21707705,1,1,0,71,1
.44870123,-.36705306,1.5152771,1.2553458,-.5870921,1,1,0,72,1
2.7288966,-.12728307,1.0523032,1.9953967,-.38647947,0,0,-33,0,1
2.7153649,.16249652,.31427255,1.0254743,-.041414745,0,0,-41,0,1
.44870123,-1.6682122,1.0342286,1.5175507,-.40240264,1,0,-53,0,1
1.3638802,.26010677,1.1703124,.97148669,-.36543503,1,0,-27,0,1
.2294292,-1.508063,.5188064,1.239848,-.33071911,0,0,-2,0,1
2.7288966,-.38025057,.38727227,.76097274,.70330691,0,1,0,3,1
.67926675,1.2075791,-.16397354,1.0055405,.60467827,1,1,0,18,1
4.0970435,-1.1328255,.42183858,1.4770243,.5198276,0,1,0,67,1
2.0496521,1.7747734,.63482785,.48004583,.58834076,1,1,0,11,1
2.7320268,.13289537,.0053063412,1.2263283,-.11228328,0,1,0,34,1
2.7320268,.82472295,.19350407,.78841382,-.28572837,1,1,0,34,1
.21589714,.35678786,-.44735283,.093261078,-.027963912,1,0,-51,0,1
.21589714,.11050603,1.331195,.43994054,.036770731,1,0,-45,0,1
.44870123,-.18524861,.68808627,.40489599,.4882783,0,0,-74,0,1
1.3638802,-.82689029,.19350407,.77403814,.30809358,1,0,-17,0,1
2.2655272,.91326463,-.16397354,1.3224975,-.19322138,1,1,0,80,1
.2294292,-.65050071,-1.1301328,2.5785694,-.012718151,0,0,-83,0,1
.2294292,1.1060643,.14971721,1.5915586,.15349931,1,1,0,8,1
-.68574971,1.0087212,-1.3097274,2.3054428,.19129847,1,0,-79,0,1
1.3638802,-.30789301,-.16397354,3.0160246,.35277578,0,1,0,10,1
3.1953967,.49070856,.14971721,1.9538196,.15940636,1,1,0,10,1
2.2655272,-.31367281,-.6269474,1.5917042,.12471856,1,1,0,79,1
2.2655272,1.1292167,-1.1301328,2.5885692,.28291175,1,1,0,37,1
-.68574971,1.4360715,-.36850739,1.5735022,.53897911,1,0,-78,0,1
-.68574971,-.081409171,.60707837,1.9702907,.52383405,0,0,-26,0,1
.2294292,-.36798742,.31427255,3.0367844,.33608693,1,1,0,67,1
-.68574971,-.64414328,.7629357,1.9912912,.25327045,1,0,-18,0,1
2.7288966,-.81730425,-.53306276,3.0484602,.18914868,0,1,0,82,1
1.3638802,-.24746735,-.36850739,2.7865922,.38993067,0,1,0,26,1
2.7288966,.28142229,-.6269474,1.6026077,.45031652,1,1,0,59,1
1.3638802,-1.7701906,-1.5295335,2.4364829,.44051272,1,1,0,4,1
1.131076,.090915471,-.97828776,2.820864,.77898467,0,1,0,43,1
.2294292,.71128422,.35144857,2.3875108,.69565803,0,1,0,5,1
.2294292,-.83963758,-.29550767,2.3325071,.19408508,1,0,-39,0,1
2.9648309,-.33206311,-.29550767,3.8818936,1.3573084,1,1,0,16,1
.2294292,.45007625,-1.3097274,3.274339,.72848213,1,0,-4,0,1
2.7320268,-1.7701906,1.3038309,1.9041076,-.077492625,1,0,-6,0,1
-.68574971,-1.7701906,.23542714,2.7503688,.50112933,1,0,-36,0,1
.2294292,-1.0934247,-.84675348,2.8431263,.84420019,1,0,-52,0,1
.2294292,-.44082919,-.22754674,1.6995833,1.2123995,0,1,0,1,1
.2294292,-.6248945,-1.3097274,2.7450092,1.6319156,0,0,-57,0,1
.2294292,-.83963758,-.73073208,1.6204517,.49976853,1,1,0,75,1
1.3638802,1.2820233,-.16397354,1.5978727,.65434849,1,1,0,71,1
1.3638802,.35678786,.4875325,1.3474231,.92100513,1,0,-2,0,1
-.68574971,.88360864,-.22754674,2.5977087,.10028753,1,0,-40,0,1
1.3638802,.52971286,-.97828776,2.0594375,.60503852,1,1,0,22,1
1.5944458,.002291267,-.84675348,2.3128521,.24663092,1,0,-43,0,1
1.3638802,-.22813137,.42183858,1.7017761,-.33033606,1,0,-74,0,1
1.3638802,-.82723022,-.44735283,2.3468451,.24318321,1,1,0,65,1
.2294292,.19431031,-.6269474,1.966296,.78605354,1,0,-50,0,1
.44870123,.85227722,-1.8129127,3.0985217,.7891624,1,1,0,30,1
-.68574971,.0022913779,.27563861,1.5562456,.31206021,0,1,0,5,1
1.3638802,-1.2486067,-.10425569,.63171518,-.71830601,0,0,-1,0,1
-.68574971,.8713792,-2.2123134,2.3026919,.65465611,1,1,0,73,1
.2294292,-1.7701906,-.29550767,1.9862568,.4210811,1,0,-38,0,1
-.68574971,-1.238446,.0053063412,1.4833691,-.080330893,1,1,0,69,1
-.68574971,1.2788553,.19350407,2.6710322,.87417257,1,0,-76,0,1
.2294292,.39904553,.0053063412,2.2071671,.56924826,1,1,0,49,1
-.68574971,.62529242,-.97828776,3.3188136,1.5007416,1,0,-63,0,1
.2294292,-1.1264998,-.16397354,2.3795464,2.2946525,1,1,0,58,1
-.68574971,.37412721,-.73073208,1.2695531,.89288342,1,0,-81,0,1
.44870123,-1.3439831,-.97828776,3.0992911,-.0010296716,1,1,0,41,1
.2294292,.40996221,,4.0810823,.84212828,0,1,0,66,1
.2294292,.39002177,-.84675348,3.1802318,.45892569,0,0,-12,0,1
.2294292,.24181609,.57852423,3.172473,.75844437,0,0,-59,0,1
.2294292,1.1285233,2.665916,3.4640326,-.052720733,0,0,-24,0,1
-.68574971,.60148448,-.22754674,1.8515699,.9791978,1,1,0,50,1
.2294292,.41934603,.103893,2.8850548,1.1387718,1,1,0,68,1
-.68574971,-.76077712,-.16397354,1.8345221,1.2245564,1,1,0,21,1
.2294292,-1.0634415,-.6269474,2.339551,.44296053,0,0,-6,0,1
.2294292,.33579779,-.36850739,3.3898911,1.9384947,0,1,0,57,1
.2294292,-1.7701906,1.5802486,1.3620948,-.077926025,1,1,0,33,1
.2294292,1.331653,,2.5172737,1.0170097,1,1,0,23,1
1.131076,-.56298661,-.29550767,1.9423794,1.1215855,1,1,0,47,1
.2294292,-.58030319,-.73073208,2.9826677,.98118949,1,1,0,82,1
.2294292,-1.0257481,.103893,2.9041128,1.7634929,1,1,0,51,1
-.68574971,-.31699818,-.6269474,.9764328,.2406584,0,0,-27,0,1
1.813718,.43556476,2.519855,1.2139323,1.2907256,0,0,-37,0,1
.2294292,-.56047159,2.3337798,2.2435889,.87929875,1,1,0,4,1
.2294292,1.0615399,-.44735283,2.7245743,2.47016,0,0,-26,0,1
.2294292,1.2777079,2.507669,1.8472408,1.1475688,1,1,0,79,1
.2294292,-.40380901,1.6009871,1.9915901,.66895622,1,1,0,36,1
.2294292,.76091367,.93851787,1.9847314,.89696437,1,1,0,79,1
.2294292,.92424649,.71367323,2.0913208,1.5551307,1,1,0,39,1
.2294292,.45770273,1.7788701,2.3094611,1.6853023,0,1,0,25,1
.2294292,.4798032,.38727227,2.0031602,1.248744,0,1,0,19,1
.2294292,1.4828352,.78667295,.80527765,.79071009,0,0,-18,0,1
-.68574971,-.58225048,-.10425569,.67177373,.42225933,0,0,-61,0,1
.2294292,.23018192,.63482785,2.603548,.88780624,1,1,0,67,1
.2294292,.83275497,1.1860734,3.0632565,.7289837,1,1,0,27,1
.2294292,-.11587408,1.1703124,.71701843,-.51314455,1,1,0,1,1
.2294292,-.064176664,.38727227,3.1807573,-.014436509,0,0,-36,0,1
2.7320268,-.080675922,2.5824187,1.7449505,.59114838,0,1,0,49,1
1.131076,.34241638,2.4786341,2.0969808,1.6957535,1,1,0,43,1
5.2314949,1.8414608,.95841855,2.7996452,.539015,1,1,0,16,1
.2294292,.96330893,1.4457157,1.9500982,.59798408,1,1,0,81,1
-.68574971,-1.5274376,2.8408585,.47379005,-.12381489,0,0,-22,0,1
-.68574971,-.33135226,2.4659233,1.0560381,1.2724476,0,0,-47,0,1
-.68574971,-1.7701906,2.5358725,.60344583,-.6497941,0,0,-53,0,1
.2294292,1.5881964,1.907187,1.866791,.41234413,1,1,0,20,1
1.131076,1.3738139,2.0072045,.051389694,.729173,0,0,-67,0,1
.2294292,-.26425746,1.8451164,2.6295934,1.4903092,0,0,-65,0,1
.2294292,.83963645,.66181684,2.2270651,1.4861338,0,0,-32,0,1
.44870123,-.73411095,.0053063412,2.3438551,.57306945,0,0,-38,0,1
.2294292,-1.1150813,.19350407,2.2533917,-.42716801,1,1,0,39,1
-.68574971,-1.2779973,-.53306276,1.9660007,1.0564852,0,0,-36,0,1
.2294292,.23980381,-1.1301328,1.2594784,.91929573,0,0,-21,0,1
.2294292,-1.2187518,.85463393,1.5134354,1.2032783,1,1,0,45,1
-.68574971,.57120091,-1.5295335,2.4295137,1.9441251,1,1,0,7,1
.2294292,1.9520215,-.29550767,-.36656076,-.39811531,0,1,0,30,1
-.68574971,-.48383787,.54911792,.75741434,-.54479325,0,0,-6,0,1
2.7320268,1.1428449,.60707837,2.4492748,.38789696,0,0,-11,0,1
-.68574971,.28142229,-.84675348,2.4700022,.56435055,1,1,0,20,1
.2294292,-1.1975425,.91820711,1.2407978,.72320843,0,0,-8,0,1
.2294292,-.41349646,.54911792,.37783775,.94061846,0,0,-30,0,1
2.7320268,-1.7701906,1.5802486,.84874856,-.20209035,1,0,-8,0,1
.2294292,.29770514,.23542714,1.4033182,-.019984987,1,1,0,27,1
.2294292,.21739829,-.6269474,2.4063852,1.2843037,0,0,-64,0,1
.2294292,.11788802,1.3837427,1.3843142,1.2737036,0,0,-29,0,1
-.68574971,.29361024,1.1703124,2.0295825,1.7898855,0,0,-3,0,1
1.813718,1.3812822,-.84675348,2.9071357,2.2655168,0,0,-40,0,1
.2294292,-.5171687,.4875325,1.9874896,1.785237,0,0,-42,0,1
.2294292,-.41349646,.93851787,1.1605338,.93815339,0,0,-32,0,1
.2294292,-.41665897,.5188064,-.11806127,-.54164463,0,1,0,40,1
-.68574971,.95123816,.103893,1.3317331,1.607849,0,0,-16,0,1
.2294292,.10971465,.80985153,2.0933452,2.4686792,1,1,0,41,1
.2294292,.43556476,-.10425569,2.0264378,.37906274,0,0,-57,0,1
.2294292,.38241392,1.7439977,3.0097301,.53725654,1,1,0,0,1
-.68574971,1.049667,-.6269474,1.6404477,3.7694335,1,1,0,53,1
-.68574971,.59848982,-.73073208,1.1834925,.41870385,0,1,0,63,1
2.7288966,-.30156264,-.16397354,3.0354705,1.4735949,1,1,0,35,1
.2294292,-.39992577,-.047952123,1.7076215,-.31034699,1,1,0,83,1
-.68574971,-.88232344,-.53306276,.39537436,.03788681,0,0,-64,0,1
.2294292,.14512236,-1.8129127,-.045815621,-1.1524736,0,0,-38,0,1
.2294292,.63641208,1.4811103,2.646522,.9347164,1,0,-15,0,1
.2294292,-.26879409,2.1041725,.65370488,-.081816711,0,0,-32,0,1
2.7288966,-1.7701906,-.10425569,.77386177,.087611705,0,0,-9,0,1
-.68574971,.74888235,1.9866108,.7007885,-.5924055,0,0,-67,0,1
-.68574971,.35239324,1.8996388,.37195644,.90502518,0,0,-32,0,1
-.68574971,-.90885222,-2.2123134,.3968868,-.23522605,1,1,0,39,1
.2294292,-.37814379,2.1638901,.60425109,-.00093603809,0,0,-48,0,1
-.68574971,-.19900566,2.672853,.83256519,-.55939239,1,1,0,81,1
.2294292,-.59047312,1.0342286,1.2950172,-.1501435,1,1,0,58,1
-.68574971,-.13347322,1.907187,.011531215,-1.0299324,1,1,0,15,1
2.7153649,.45703471,1.6607049,2.2881515,.73210019,0,0,-4,0,1
3.6305439,.22250885,1.3578192,1.6693281,1.3492346,0,0,-46,0,1
3.6305439,.92247361,1.3038309,.83314848,.87260276,0,1,0,11,1
2.7288966,.75334287,,1.0809218,.10240784,0,0,-13,0,1
.2294292,.86102831,,.72251511,-.11391782,0,1,0,60,1
1.813718,1.7237728,.0053063412,.87359762,.75215834,1,1,0,2,1
.2294292,-.99851251,.73861247,1.0716152,-.41787529,0,0,-9,0,1
.21589714,.64924741,1.5697131,1.4357544,1.3968806,0,0,-3,0,1
.21589714,.047633912,.14971721,1.4612807,1.6306771,0,0,-51,0,1
.2294292,-.052246526,1.8996388,.70729506,.2634756,0,0,-59,0,1
.2294292,-1.6596298,1.8920319,2.5880566,1.8529842,1,1,0,4,1
1.813718,-1.3742106,1.4336292,1.0107031,-.33468637,1,1,0,67,1
.2294292,-.73065382,-.84675348,1.0495644,-1.0774647,0,1,0,21,1
-.68574971,.71128422,.0053063412,.66754937,1.6523147,0,0,-59,0,1
.91520107,-1.3979694,-.73073208,2.2153511,-.021740878,0,0,-21,0,1
.2294292,.58467829,-.22754674,1.8272597,-.38335747,1,1,0,39,1
-.68574971,.64924741,-2.2123134,1.3994032,1.3890678,0,0,-83,0,1
.2294292,.17815481,1.8688533,1.0381331,-.081875183,0,0,-20,0,1
1.3638802,.67339903,.93851787,1.5258754,.83350253,1,1,0,7,1
1.131076,1.4350476,-.73073208,1.0402472,.31632024,0,0,-68,0,1
-.68574971,.582932,.31427255,.18227331,.90856504,0,1,0,29,1
-.68574971,.22075991,-.53306276,.77192146,.40327755,0,0,-54,0,1
2.7320268,-.421563,1.2015864,1.5550278,1.5687013,0,0,-65,0,1
2.7288966,.44467947,.95841855,.75871438,-.34432676,0,0,-15,0,1
1.3638802,-.28130573,1.8610046,1.9737438,.8556357,0,0,-31,0,1
.2294292,-.0588287,1.6212981,1.8809494,.66193831,1,0,-29,0,1
.2294292,1.1544048,-.6269474,.4243207,.26318392,1,1,0,24,1
-.68574971,-.86349791,.876284,.11430016,-.58159477,1,1,0,38,1
.2294292,.95276988,.876284,2.3532114,.91197103,0,0,-38,0,1
.2294292,1.6600832,.0053063412,.90652531,.1439939,0,0,-74,0,1
-.68574971,-.12382758,1.2756847,1.4299914,1.1518798,0,0,-75,0,1
.2294292,1.6342717,1.2898581,1.5225267,2.0628023,0,0,-34,0,1
-.68574971,1.7193832,.80985153,2.3357799,1.5995826,1,0,-76,0,1
.2294292,1.028913,1.5697131,1.2889849,1.2373198,1,1,0,56,1
-.68574971,1.7775428,1.087487,2.5074413,1.053648,0,0,-51,0,1
2.7288966,.5204016,.83249718,3.1711164,.40879372,1,1,0,33,1
-.68574971,1.2572088,.4875325,.92235762,.56584769,0,0,-35,0,1
.2294292,1.7346662,.85463393,1.0213481,.62331146,1,1,0,58,1
2.7288966,-.57376528,1.2467109,1.907445,.28607759,0,1,0,59,1
.2294292,.77658594,1.0158159,.98462522,.91330457,1,1,0,32,1
-.68574971,1.9520215,.38727227,1.3568618,.35226846,0,0,-50,0,1
.2294292,.8703531,.14971721,2.2056172,1.1640962,1,1,0,71,1
-.68574971,1.6170223,-.10425569,.94984341,1.002333,0,0,-82,0,1
.2294292,1.5669651,-.53306276,1.9760436,1.6455845,0,0,-4,0,1
-.68574971,-.72582889,-.73073208,1.6701066,.018491952,1,1,0,14,1
.2294292,-.59949487,-.6269474,.11574993,.28667405,0,0,-5,0,1
.2294292,-1.1030016,.73861247,.57755327,.70956653,0,0,-83,0,1
-.68574971,-.085399792,-.36850739,1.8907262,1.0698164,0,0,-63,0,1
.2294292,-1.7324655,2.0471442,.40143925,-.33925545,1,1,0,39,1
.2294292,-.03892909,1.7873985,1.5564719,1.2854549,1,1,0,83,1
.2294292,-1.4190385,1.4336292,-.0056272093,.94621074,0,0,-14,0,1
.2294292,-1.134691,2.0728984,.61365891,-.016411643,0,0,-19,0,1
.2294292,-1.7086664,2.7068233,.60021079,.98144317,0,0,-59,0,1
-.68574971,-1.3049141,1.7528319,.72659314,.34748465,1,1,0,62,1
1.5944458,.24600771,2.0792334,2.5108526,.8773005,1,1,0,61,1
.2294292,1.9227128,1.8451164,.18564071,1.4505572,0,0,-49,0,1
-.68574971,-.94784141,2.0003877,-.078335822,.19693393,1,1,0,0,1
2.7288966,-.08846835,1.3176078,1.0124509,-.28824687,1,1,0,66,1
1.813718,1.2951607,.80985153,2.8173251,.67747515,1,1,0,1,1
1.83038,-.19988236,1.9368145,.63885713,-.10522436,0,0,-81,0,1
-.68574971,-1.7396806,.71367323,1.3976732,-.55078942,0,0,-27,0,1
-.68574971,-.19859001,1.331195,1.5472841,.48109257,0,0,-77,0,1
.2294292,-1.2118587,1.6312985,2.2157459,1.2134054,0,0,-68,0,1
.2294292,.11911402,1.9368145,1.6341765,1.0909723,0,0,-53,0,1
-.68574971,-.90455985,1.6607049,.18600869,.061868466,0,0,-75,0,1
.2294292,-.184396,2.2990394,2.337249,.60480934,1,1,0,17,1
-.68574971,.58402914,1.2168589,1.6100401,.7757532,0,0,-19,0,1
.2294292,-.71611285,1.3964534,1.9999448,1.4720201,0,0,-78,0,1
.2294292,-1.0105554,1.4090016,.92725086,.60459346,1,1,0,11,1
-.68574971,-.030839145,2.1284957,.16727877,-.10416912,0,1,0,9,1
.2294292,1.1800071,1.670315,1.5240957,.83747989,0,0,-35,0,1
1.5944458,.021985658,1.5802486,-.23897122,-.84093213,0,0,-47,0,1
1.131076,-.4766559,,1.2297781,1.1808293,0,1,0,74,1
.2294292,-.080878921,1.8688533,1.2587367,1.1543314,0,1,0,70,1
-.68574971,1.9520215,1.8289679,.47434971,.98898977,0,0,-25,0,1
-.68574971,1.3244394,1.331195,2.4667339,-.1218848,1,1,0,33,1
.2294292,-.47305596,2.0003877,.29741812,.85288602,0,0,-38,0,1
.2294292,.70000482,1.1046185,.94925702,1.2130275,0,0,-72,0,1
.2294292,.98322654,2.3090906,1.2194555,1.6391879,0,0,-13,0,1
2.7288966,-1.7701906,.97792494,1.3786943,-.43693,0,0,-66,0,1
1.813718,.38210887,.99705249,1.2008282,.094919354,0,1,0,78,1
2.7288966,.46313676,.42183858,1.1140176,-.071854532,1,1,0,31,1
2.7288966,.045522682,1.4457157,1.9908211,.23578781,0,0,-34,0,1
2.9648309,-.69046491,1.4811103,-.072987467,-.416949,0,0,-64,0,1
2.9648309,.78883022,1.7350832,.56247181,-.26470658,1,1,0,64,1
.2294292,.37183714,1.3964534,.73803198,-.32111734,0,0,-12,0,1
